user_id,observations,avg_income,avg_expense,avg_savings_rate,avg_actual_savings,goal_met_rate,avg_debt_to_income,avg_loan_payment,avg_investment_rate,avg_emergency_fund_months,avg_discretionary_share,avg_expense_to_income,high_stress_rate,cluster,savings_segment
1017,5,3348.7160000000003,2626.716,0.13799999999999998,722.0,0.0,0.312,564.606,0.13633596072707882,0.5327434647781428,0.19979334564086676,0.7785259739364865,0.4,2,Resilient investors
1018,4,3879.9025,3533.6525,0.365,881.71,0.25,0.3675,798.68,0.0834895803858551,0.3705717847878443,0.14581653694739277,1.009078420465223,0.5,3,Debt-pressure spenders
1019,2,5506.775,2686.575,0.29000000000000004,2820.2,0.5,0.47500000000000003,528.2049999999999,0.07519447921069052,0.5105326213223953,0.15974673983048096,0.476110830210818,0.0,1,Goal-focused savers
1020,5,4475.9800000000005,3594.4660000000003,0.29,881.5139999999999,0.0,0.284,535.9680000000001,0.11340787815603268,0.3785841459374699,0.14838290230323525,0.7962329854045305,0.6,3,Debt-pressure spenders
1021,2,3515.38,2355.85,0.1,1159.53,0.0,0.47,326.275,0.11396680140358381,0.28890979535362765,0.12192220849326359,0.6686153991331998,0.0,3,Debt-pressure spenders
1023,9,4292.533333333334,3188.981111111111,0.21444444444444447,1172.4444444444443,0.0,0.25555555555555554,492.30555555555554,0.07009279056751111,0.38448728284331846,0.15286605740656733,0.7849895972223728,0.2222222222222222,3,Debt-pressure spenders
1024,3,3599.4533333333334,3147.463333333333,0.14333333333333334,457.01,0.0,0.23666666666666666,447.41,0.0850371326712442,0.336665953411966,0.07634079063346498,0.8841860246827501,0.3333333333333333,3,Debt-pressure spenders
1025,3,3751.5633333333335,2920.2666666666664,0.25333333333333335,998.4866666666667,0.0,0.4266666666666667,595.76,0.0752962446737037,0.4171112390628311,0.19271180049265182,0.8064163210377663,0.0,3,Debt-pressure spenders
1026,2,5031.375,2699.99,0.22,2331.385,0.0,0.37,627.23,0.10857270581572437,0.3019279883567819,0.1753910945825375,0.5421719655166595,0.0,2,Resilient investors
1027,4,3309.585,2652.8999999999996,0.20500000000000002,665.7925,0.0,0.45,494.28999999999996,0.19847979628665843,0.4265280538748979,0.1958838579857715,0.8052065081282039,0.5,0,Cash-flow stretched
1028,2,2621.995,1637.105,0.33999999999999997,984.8900000000001,0.0,0.275,521.53,0.08840892840030923,0.8909053779036702,0.2426815830019369,0.6583511002847504,0.5,2,Resilient investors
1029,4,4810.2875,3229.3050000000003,0.1725,1810.98,0.5,0.305,532.9449999999999,0.0901644612349571,0.3291923914510787,0.1312285554961795,0.7840655300610727,0.0,1,Goal-focused savers
1030,2,3486.705,3943.545,0.365,123.29,0.0,0.32999999999999996,589.61,0.056854706550933394,0.19091673269720605,0.06827994689330816,1.1693604887082385,0.0,0,Cash-flow stretched
1031,4,3953.245,3141.0375,0.2025,1156.2775000000001,0.0,0.465,399.3025,0.10349347946739058,0.4737435261806249,0.14100780990809292,0.8359097714473425,0.5,3,Debt-pressure spenders
1032,2,2833.03,2409.785,0.175,598.555,0.0,0.5,531.465,0.1412520711924164,0.6895458699882415,0.07929238156558108,0.8504124347515745,0.5,0,Cash-flow stretched
1033,1,4326.45,4967.23,0.3,0.0,0.0,0.13,353.56,0.09348310970888372,0.21988714031764184,0.16482425818816526,1.148107570872193,0.0,0,Cash-flow stretched
1034,3,4020.6166666666663,2864.1133333333332,0.22666666666666666,1156.5033333333333,0.0,0.3066666666666667,375.85999999999996,0.09125030457407206,0.32689017310451035,0.17450912724435227,0.717141362300195,0.0,3,Debt-pressure spenders
1035,4,3621.3,3320.215,0.26,828.21,0.0,0.3725,271.59000000000003,0.12075050566768653,0.2515686238455018,0.12448022539714135,1.0621799184650742,0.0,3,Debt-pressure spenders
1036,3,4703.826666666667,1920.3566666666666,0.12333333333333334,2783.47,0.3333333333333333,0.29333333333333333,609.9266666666666,0.10471755290635576,0.5143757279435207,0.16152455618978045,0.4140165145465569,0.0,1,Goal-focused savers
1037,6,3855.5516666666663,2936.4149999999995,0.25333333333333335,990.5116666666667,0.0,0.44,405.6466666666667,0.08634627528813359,0.3507615526301164,0.18226409400825874,0.7897418699126934,0.6666666666666666,3,Debt-pressure spenders
1038,3,3426.92,3010.16,0.18333333333333335,598.3933333333333,0.0,0.2966666666666667,699.4866666666667,0.06875689892152752,0.27723519340161085,0.12831887989965554,0.8946550003183479,0.0,3,Debt-pressure spenders
1039,2,4516.375,3109.9,0.19,1406.475,0.0,0.45499999999999996,417.70500000000004,0.04232363916159049,0.33317014388596145,0.2160875592545038,0.6831708185730582,0.5,3,Debt-pressure spenders
1040,3,3526.153333333333,2955.7666666666664,0.26666666666666666,1179.5733333333333,0.0,0.17,621.9033333333333,0.14793098911328006,0.23234001102244228,0.24063709937891672,0.9241733724813042,0.3333333333333333,0,Cash-flow stretched
1041,2,3760.4700000000003,3283.1549999999997,0.145,477.31500000000005,0.0,0.34500000000000003,443.635,0.11564862280207039,0.11360240334447147,0.21477982291693065,0.8740119022487203,0.0,3,Debt-pressure spenders
1042,4,4587.8175,3734.5625,0.2575,853.255,0.0,0.3675,513.9675,0.09612984490402553,0.29819611252889683,0.14638338915193916,0.829096968275562,0.0,3,Debt-pressure spenders
1043,4,3827.9825,2944.205,0.1775,883.7775,0.0,0.33499999999999996,530.7774999999999,0.07089676770957289,0.4125573303013619,0.20313589106228114,0.7646473565043779,0.5,3,Debt-pressure spenders
1044,5,3334.6800000000003,2443.826,0.2,908.458,0.0,0.388,596.792,0.13688874998384956,0.4786252664203133,0.23421934932965455,0.753692636819414,0.4,2,Resilient investors
1045,7,4227.284285714286,3342.21,0.21,959.9614285714285,0.0,0.26857142857142857,432.0142857142857,0.10008668743801695,0.3070321659808785,0.1721571650233121,0.82360325297004,0.2857142857142857,3,Debt-pressure spenders
1046,3,4993.793333333334,3111.9733333333334,0.13,1881.82,0.3333333333333333,0.4666666666666666,459.9533333333333,0.0674203812741969,0.12747543922099658,0.10135538380419273,0.629190810641579,0.0,3,Debt-pressure spenders
1047,8,3869.05625,2864.03,0.24375,1163.63625,0.125,0.31,454.645,0.09491311242880104,0.3827415665095222,0.2036740921661993,0.7629722724828937,0.0,2,Resilient investors
1048,5,4367.389999999999,2706.978,0.23199999999999998,1660.4119999999998,0.2,0.36,597.11,0.09224034259055489,0.3219287112804707,0.2069024223895381,0.6212348544328841,0.0,2,Resilient investors
1050,5,3477.744,3123.864,0.22999999999999998,983.426,0.2,0.32399999999999995,625.042,0.14865013127771737,0.41347869712413293,0.18380698745252544,1.1676015057177693,0.0,0,Cash-flow stretched
1051,1,5818.42,3482.83,0.17,2335.59,0.0,0.25,438.88,0.16787890870717478,0.2340711432943899,0.08945598837726791,0.5985869015987157,0.0,3,Debt-pressure spenders
1052,2,3393.545,3280.24,0.195,743.625,0.0,0.36,387.515,0.21101578121687015,0.27292562059928954,0.0979733908112339,1.092890541628812,0.5,0,Cash-flow stretched
1053,3,3787.0033333333336,3130.876666666667,0.22,656.1266666666667,0.0,0.31666666666666665,407.7633333333333,0.11197466773921251,0.3508474246277407,0.12741508450775754,0.8426020692978944,0.0,3,Debt-pressure spenders
1054,1,4581.38,3670.36,0.21,911.02,0.0,0.6,398.27,0.2285730500416905,0.2257135539838054,0.13914166457786156,0.8011472525745518,0.0,3,Debt-pressure spenders
1055,3,4865.106666666667,3586.9466666666667,0.2233333333333333,1278.16,0.3333333333333333,0.3833333333333333,314.20666666666665,0.09222911415141662,0.4074244521275743,0.16831059912399457,0.7499855026460865,0.0,3,Debt-pressure spenders
1056,1,3301.09,1601.81,0.26,1699.28,0.0,0.3,575.11,0.2271370971406414,1.0251527958996385,0.4957079803472322,0.48523669454634677,1.0,2,Resilient investors
1057,5,4397.201999999999,2972.374,0.168,1424.828,0.0,0.25,371.25,0.04717187768955847,0.3327095454796493,0.18640875064448842,0.6770142764228803,0.2,3,Debt-pressure spenders
1058,5,3778.38,3085.452,0.25,784.3720000000001,0.0,0.33399999999999996,429.142,0.12117806111635339,0.2980227020678019,0.1823535958324282,0.8475744400683759,0.6,3,Debt-pressure spenders
1059,4,3925.5924999999997,2917.5,0.2175,1082.38,0.0,0.3525,522.995,0.07206468685146962,0.2502974626052703,0.22998569549631973,0.7494853816760246,0.0,3,Debt-pressure spenders
1060,5,4265.992,3612.8120000000004,0.146,818.688,0.0,0.446,433.62399999999997,0.10546403377128637,0.17413533947024354,0.1584084204737498,0.8753866937592608,0.0,3,Debt-pressure spenders
1061,3,4512.82,3168.373333333333,0.15333333333333332,1344.4466666666667,0.0,0.3833333333333333,617.89,0.09031654261321038,0.4010339664887261,0.1995065888076963,0.7063814306584865,0.0,3,Debt-pressure spenders
1063,2,4454.875,4235.015,0.17,219.86,0.0,0.34,203.63,0.15692602206079617,0.29681224506197235,0.1172609740860111,0.9498828788144111,0.0,3,Debt-pressure spenders
1064,2,3464.25,3842.575,0.2,0.0,0.0,0.30000000000000004,521.43,0.15078891866462552,0.2900281248415618,0.14753691896392795,1.1081229240646513,0.0,0,Cash-flow stretched
1065,5,3954.916,2642.988,0.21200000000000002,1553.3220000000001,0.2,0.32999999999999996,537.182,0.10935826701670825,0.41814768902781596,0.21850067503618958,0.6878596623113693,0.0,2,Resilient investors
1066,2,3935.895,2857.3100000000004,0.08499999999999999,1078.585,0.0,0.28,629.14,0.06740878063642433,0.2871391235049017,0.12001137069085673,0.7273102261739417,0.5,3,Debt-pressure spenders
1067,1,4554.87,2478.1,0.21,2076.77,0.0,0.28,287.51,0.033315989259847155,0.3546103869900327,0.13813001896614344,0.544055044381069,0.0,2,Resilient investors
1068,2,4015.825,4253.2,0.29500000000000004,253.14,0.0,0.23500000000000001,379.21,0.09193329380722376,0.33656289146327145,0.1650100734227874,1.1994331756445442,0.0,0,Cash-flow stretched
1069,1,3730.53,4765.88,0.14,0.0,0.0,0.18,717.12,0.15843325211163023,0.13871729879896263,0.19388234701671045,1.2775342913741479,0.0,0,Cash-flow stretched
1070,2,5449.155000000001,2431.69,0.26,3017.465,0.0,0.305,445.37,0.021699295084560054,0.33468581414594867,0.2744638104152862,0.4389078820579184,0.0,1,Goal-focused savers
1071,2,4150.08,2802.425,0.205,1347.6550000000002,0.0,0.26,497.105,0.08004200721428245,0.49923229829876004,0.17303199498801491,0.6631757466250312,0.0,2,Resilient investors
1072,3,3993.806666666667,3402.6866666666665,0.17,591.12,0.0,0.36333333333333334,236.78333333333333,0.09548332355256123,0.24850516652878427,0.14008895704846272,0.8543009835565015,0.0,3,Debt-pressure spenders
1073,1,3525.79,2509.28,0.38,1016.51,0.0,0.26,789.92,0.18347661091556786,0.14485430083529938,0.26034559714340366,0.7116929822819851,0.0,2,Resilient investors
1074,5,4068.9739999999997,3103.156,0.21800000000000003,1042.6119999999999,0.0,0.296,648.838,0.042060242475047915,0.31862427197055754,0.1602101347302153,0.7786826514062727,0.0,3,Debt-pressure spenders
1075,7,3766.164285714286,3096.797142857143,0.21857142857142858,934.7985714285714,0.0,0.3485714285714286,583.9728571428572,0.10686986375386028,0.40625537894189356,0.13410942279705887,0.8749553397442373,0.14285714285714285,3,Debt-pressure spenders
1076,4,3988.095,3023.35,0.18,1344.07,0.25,0.4075,511.6375,0.11331547328212943,0.3654287731831962,0.1700490954173871,0.879623995973531,0.0,3,Debt-pressure spenders
1077,5,4148.886,3135.5559999999996,0.2,1248.678,0.0,0.256,618.202,0.14272606201268256,0.36297365862802805,0.09953634418603205,0.8382783809388817,0.2,3,Debt-pressure spenders
1078,2,4782.54,4237.4400000000005,0.2,955.13,0.0,0.205,386.33000000000004,0.12813758302487416,0.23053366435271117,0.1532827151536641,0.935138611525417,0.5,3,Debt-pressure spenders
1079,4,3713.48,2261.3125,0.195,1452.1675,0.0,0.53,535.8175,0.1162523097903746,0.6560509705364084,0.23663007077733736,0.6066914454564057,0.0,2,Resilient investors
1080,2,2831.8999999999996,3086.3599999999997,0.2,1006.295,0.0,0.29500000000000004,595.04,0.171430664216383,0.29413571847000763,0.1827092070296308,1.9058546923730733,0.0,0,Cash-flow stretched
1081,2,5067.92,2755.41,0.07500000000000001,2312.51,0.5,0.165,436.21000000000004,0.07578016157546885,0.6194302359114041,0.20792907996627158,0.5593821532619984,0.5,1,Goal-focused savers
1082,4,3968.0924999999997,2306.365,0.3125,1691.1525,0.25,0.31000000000000005,521.3924999999999,0.08291091274892007,0.4059303553860931,0.20844582009491894,0.6364496897019094,0.25,2,Resilient investors
1083,4,4537.5725,3363.2375,0.285,1174.335,0.0,0.3775,490.8975,0.0939184355890876,0.32451583432482456,0.14938723816309557,0.7535418431249434,0.5,3,Debt-pressure spenders
1084,2,3926.73,2772.765,0.14,1153.965,0.0,0.33999999999999997,363.015,0.15561579649131785,0.24806852006625785,0.12484226838349466,0.7009161592547543,0.5,3,Debt-pressure spenders
1085,2,2002.2800000000002,2539.485,0.115,0.0,0.0,0.27,432.605,0.08032240743050495,0.2514005066696174,0.22069467250319152,1.3397180095497894,0.0,0,Cash-flow stretched
1086,1,4365.03,2724.51,0.29,1640.52,0.0,0.16,463.51,0.07115415014329798,0.24625345474966137,0.1894175466414144,0.624167531494629,0.0,2,Resilient investors
1087,4,4342.6075,2767.6675,0.2475,1574.94,0.0,0.2375,410.23,0.10705238795571603,0.3939200885215426,0.2213491817430726,0.6592887131627948,0.5,2,Resilient investors
1088,1,5067.08,3680.16,0.09,1386.92,0.0,0.51,450.41,0.03273877657349006,0.1058622451197774,0.12259249597843573,0.726288118600851,0.0,3,Debt-pressure spenders
1089,1,3070.6,1927.12,0.34,1143.48,0.0,0.38,734.5,0.0,0.6194736186641205,0.3506579766698493,0.6276037256562236,0.0,2,Resilient investors
1090,1,4952.95,2009.89,0.34,2943.06,1.0,0.5,719.05,0.011692021926326734,0.7281692032897322,0.18843319783669754,0.40579654549309,1.0,1,Goal-focused savers
1091,3,4160.256666666667,2568.0533333333333,0.12333333333333334,1592.2033333333336,0.3333333333333333,0.48666666666666664,538.3733333333333,0.14182719412221712,0.6123245301358863,0.2248810984597245,0.6976549639784094,0.0,2,Resilient investors
1092,2,3991.48,2956.645,0.265,1034.835,0.0,0.35,612.175,0.08061712727727449,0.2035685736941287,0.22953136415398978,0.7410187427908508,1.0,3,Debt-pressure spenders
1094,3,3655.4366666666665,2001.9433333333334,0.25666666666666665,1653.4933333333336,0.0,0.49666666666666665,584.5133333333333,0.10443098851793679,0.372433852847965,0.18456363286554686,0.533269438318908,0.6666666666666666,2,Resilient investors
1095,4,4243.905,2916.245,0.235,1327.6599999999999,0.25,0.4,569.9275,0.07152580097912435,0.4888821565419826,0.13621126731762856,0.7214070888809229,0.5,3,Debt-pressure spenders
1096,1,3667.15,2130.24,0.25,1536.91,0.0,0.27,173.04,0.1079912193392689,0.33894302989334535,0.3318827925491964,0.5808979725399833,1.0,2,Resilient investors
1097,7,3503.4185714285713,2787.425714285714,0.20285714285714285,942.4142857142857,0.0,0.3757142857142857,517.1757142857143,0.16509813903365592,0.28700116584536195,0.1560591905322616,0.8723566947590405,0.42857142857142855,0,Cash-flow stretched
1098,4,4076.6125,2983.5975,0.1375,1107.7575,0.0,0.3825,529.405,0.08517441901801154,0.17337995155974634,0.17539290909693905,0.7473476914146575,0.25,3,Debt-pressure spenders
1099,2,3287.585,3456.1949999999997,0.14,113.825,0.0,0.24,591.51,0.13978823524778736,0.24035300853275735,0.18191394865690483,1.046239535835829,0.5,0,Cash-flow stretched
1100,3,3524.9833333333336,3953.83,0.16,186.63666666666666,0.0,0.4166666666666667,403.97333333333336,0.09282883348903859,0.4020353361739905,0.13094533386539312,1.1516735882872149,0.0,0,Cash-flow stretched
1101,4,4884.4575,3125.44,0.16999999999999998,1759.0175,0.5,0.3875,563.0675,0.0775943234864484,0.20240187479814287,0.1104286930421956,0.6552997999913273,0.25,1,Goal-focused savers
1102,1,3048.19,1902.72,0.34,1145.47,0.0,0.46,461.36,0.14310459649824978,0.5499180121089807,0.1646379919273461,0.624213057584993,0.0,2,Resilient investors
1103,5,4110.65,2856.728,0.196,1253.922,0.0,0.33999999999999997,673.162,0.12706591080302593,0.2502733605844915,0.20076981223425627,0.696128637083078,0.0,3,Debt-pressure spenders
1104,4,2689.9249999999997,2569.5475,0.115,527.26,0.0,0.3375,541.89,0.2702352603302016,0.4342280657166504,0.20736588847774823,1.113240870184256,0.5,0,Cash-flow stretched
1105,1,4897.52,2716.08,0.35,2181.44,0.0,0.18,560.64,0.046088632614057726,0.29789623280610295,0.2132485051986687,0.5545827275845734,1.0,2,Resilient investors
1106,1,4463.04,4826.88,0.1,0.0,0.0,0.27,927.7,0.11500008962500896,0.2919691394855476,0.0455635938743039,1.0815229081522908,1.0,0,Cash-flow stretched
1107,2,4471.715,2872.23,0.24,1599.485,0.0,0.175,478.495,0.09547891796708102,0.23728576310691576,0.2999076748238146,0.6572958358574469,0.0,2,Resilient investors
1108,3,3297.0266666666666,3248.0699999999997,0.22999999999999998,1052.17,0.3333333333333333,0.43,514.7900000000001,0.1599586315443937,0.17111436019801285,0.12954744259588447,1.3012840551792813,0.6666666666666666,0,Cash-flow stretched
1109,5,3972.0160000000005,3479.178,0.21600000000000003,567.324,0.0,0.33799999999999997,413.7,0.11622447038822195,0.28220764059151043,0.0885035429097952,0.8829571693368505,0.2,3,Debt-pressure spenders
1111,2,4271.265,3381.295,0.33,1047.225,0.5,0.33999999999999997,544.045,0.11519780283347028,0.24881474365586903,0.1057048158531679,0.8729072012306084,0.0,3,Debt-pressure spenders
1112,3,4057.17,2496.943333333333,0.27666666666666667,1560.2266666666667,0.0,0.47000000000000003,529.75,0.13651000428140092,0.39792910660733677,0.16791368487808925,0.6576629744030217,0.0,2,Resilient investors
1113,5,4035.928,3303.6220000000003,0.292,883.134,0.0,0.33999999999999997,409.008,0.18792110303487167,0.39013257397505213,0.17561327209603372,0.8305797704589682,0.2,3,Debt-pressure spenders
1114,4,4262.8675,2856.585,0.255,1464.005,0.0,0.38,479.3175,0.07125500480161172,0.43672203633856854,0.18622228148350906,0.7162856795603078,0.25,2,Resilient investors
1115,2,4823.665,2967.375,0.22000000000000003,1856.29,0.0,0.295,405.18,0.080674371255132,0.3816323810159402,0.13713713714530829,0.6067587837247412,0.0,3,Debt-pressure spenders
1116,2,3332.1499999999996,2676.27,0.21000000000000002,801.33,0.0,0.345,501.155,0.09000453581048523,0.5079803320433797,0.28429122521501077,0.8051738068517237,0.0,2,Resilient investors
1117,3,4762.69,2687.1633333333334,0.2833333333333333,2075.5266666666666,0.3333333333333333,0.36999999999999994,473.09999999999997,0.06433248616074179,0.2039085660625418,0.2012965723103747,0.5681596585930854,0.3333333333333333,1,Goal-focused savers
1118,2,3545.355,3489.1549999999997,0.31,118.33,0.0,0.285,555.665,0.06773410262618838,0.2748870441388178,0.10312298033208829,0.9886232817693039,0.5,0,Cash-flow stretched
1119,2,4380.09,2190.1499999999996,0.26,2189.94,0.0,0.565,648.62,0.13688724767825464,0.38897209679850664,0.2095345724846636,0.5022969176101038,0.0,2,Resilient investors
1120,2,3017.205,2750.785,0.26,293.655,0.0,0.26,693.22,0.12565902695475245,0.3995807101864062,0.14180078135645285,0.9301781650907649,0.5,0,Cash-flow stretched
1121,3,4044.72,2439.213333333333,0.16,1605.506666666667,0.0,0.4366666666666667,396.9766666666667,0.1250531067665999,0.46333836437833836,0.21777269983144287,0.5977927285672597,0.0,2,Resilient investors
1122,3,3811.9733333333334,3147.406666666667,0.20666666666666667,973.93,0.0,0.3566666666666667,525.4266666666667,0.1347038195485992,0.3423328234394695,0.12565392816203333,0.8709106037506363,0.0,3,Debt-pressure spenders
1123,3,4521.71,2628.9366666666665,0.21999999999999997,1892.7733333333333,0.3333333333333333,0.31,680.5666666666666,0.07708025460096292,0.693052037699399,0.21710779109283215,0.5862027414666026,0.0,1,Goal-focused savers
1124,3,4536.7,3388.3266666666664,0.25666666666666665,1148.3733333333332,0.0,0.31,627.0500000000001,0.046714110950915794,0.3274759241962473,0.11803610030832117,0.7566963991657581,0.0,3,Debt-pressure spenders
1125,3,3599.2166666666667,3501.276666666667,0.2733333333333334,850.3133333333334,0.0,0.16,493.4666666666667,0.1806030212182508,0.4447118080348135,0.19864927979321037,1.030804915578608,0.3333333333333333,0,Cash-flow stretched
1126,5,4321.122,2744.566,0.278,1576.556,0.0,0.24000000000000005,373.27,0.10105913610591077,0.5268310809350194,0.17673166535081128,0.6780869533042667,0.0,2,Resilient investors
1127,4,4754.952499999999,3196.615,0.28250000000000003,1558.3375,0.0,0.31,394.92,0.07599908637588502,0.23959570568162455,0.179931159991089,0.6791231096247665,0.0,3,Debt-pressure spenders
1128,3,4182.349999999999,2732.4366666666665,0.21,1449.9133333333332,0.0,0.3733333333333333,649.9699999999999,0.15576175400979408,0.27060661685048354,0.268659654701731,0.661901003205271,0.0,2,Resilient investors
1129,2,4268.215,3047.865,0.16499999999999998,1220.35,0.0,0.48,471.55,0.11505688005249234,0.6714616014024029,0.12303255124600324,0.7352578980688753,0.0,3,Debt-pressure spenders
1131,2,4642.46,3025.34,0.195,1617.1200000000001,0.5,0.27,441.9,0.09754380348854985,0.206776424349978,0.08191023596421532,0.681593770605784,0.0,3,Debt-pressure spenders
1132,2,4833.235000000001,3169.27,0.17500000000000002,1663.965,0.5,0.28,464.865,0.10426691272015617,0.23081048429931403,0.09633235124744971,0.6916552424830311,0.0,3,Debt-pressure spenders
1133,1,4157.15,3895.79,0.08,261.36,0.0,0.43,617.78,0.1051994756022756,0.40305303930653347,0.12578450070460676,0.9371300049312631,0.0,3,Debt-pressure spenders
1134,4,3941.175,3776.29,0.22499999999999998,389.52250000000004,0.0,0.24,528.025,0.06639609149134987,0.2590474047488369,0.1558795772941556,0.970223409655942,0.25,3,Debt-pressure spenders
1136,2,1713.585,2800.3900000000003,0.135,0.0,0.0,0.395,410.525,0.11635742507997843,0.46083156336433106,0.19508324853413406,1.6441787696697787,0.0,0,Cash-flow stretched
1137,6,4318.251666666667,2769.4533333333334,0.23666666666666666,1548.7983333333334,0.0,0.5016666666666666,540.7766666666668,0.10365727740382667,0.44233616871385634,0.198110111024991,0.6548047212802729,0.0,2,Resilient investors
1138,2,4347.235,3517.9849999999997,0.12,1454.965,0.5,0.45,317.705,0.12031540311249715,0.2055175517938864,0.11428158127238186,1.029265598282615,1.0,3,Debt-pressure spenders
1140,8,4446.32625,2696.80375,0.2875,1889.9075,0.25,0.35500000000000004,439.37874999999997,0.0902927620504637,0.2221340923066009,0.2056264976569267,0.6860415076496464,0.25,2,Resilient investors
1141,3,3548.0466666666666,2387.9366666666665,0.3333333333333333,1164.8433333333332,0.0,0.30333333333333334,482.3,0.08397699598069787,0.6042952454489688,0.2873976194667021,0.6641142346505641,0.0,2,Resilient investors
1142,3,3630.4566666666665,2764.91,0.3066666666666667,1048.0833333333333,0.0,0.39333333333333337,612.53,0.1895997473156336,0.5306556013657021,0.22766025165032602,0.7670366088757049,0.0,2,Resilient investors
1144,2,4835.655000000001,2368.91,0.235,2466.745,0.0,0.56,673.24,0.08558366531468743,0.2751870119020998,0.14249162463338047,0.49284283685508196,0.0,2,Resilient investors
1145,2,5284.78,2875.085,0.22,2409.6949999999997,0.5,0.39499999999999996,559.12,0.06195300249684059,0.3694949633597776,0.2874800198416164,0.5470192229373296,0.5,1,Goal-focused savers
1146,3,3791.2433333333333,2908.0033333333336,0.20333333333333334,1134.1733333333334,0.0,0.37333333333333335,478.9266666666667,0.11722558307189795,0.35301030209398415,0.22638395908392236,0.7897681394223874,0.0,3,Debt-pressure spenders
1147,1,3350.17,2928.87,0.11,421.3,0.0,0.53,439.65,0.056770253449824934,0.19705551970555196,0.2372587380115881,0.8742451875576462,0.0,3,Debt-pressure spenders
1148,2,4165.505,3340.565,0.245,824.94,0.0,0.17,363.06,0.061917197144002095,0.3726047467777278,0.08569520308925459,0.8143065289400295,0.5,3,Debt-pressure spenders
1149,2,4949.775,3162.225,0.12,1787.5500000000002,0.0,0.44,576.27,0.10960663702121845,0.2748937562907226,0.12731802209289,0.6480670142313737,0.0,3,Debt-pressure spenders
1150,2,4307.110000000001,740.6,0.20500000000000002,3566.51,1.0,0.165,741.405,0.09779852645252254,2.0074278722352523,0.762473611463309,0.173368925660759,0.0,1,Goal-focused savers
1151,2,5206.025,2539.52,0.37,2666.505,1.0,0.29000000000000004,447.325,0.053545796674240906,0.5663963723363182,0.23357735768674295,0.47914317694969716,0.5,1,Goal-focused savers
1152,4,4336.8475,2558.2875,0.3525,1778.56,0.0,0.37,753.0625,0.06326566208183551,0.24373998277517508,0.13154310777657516,0.5840251926167385,0.5,2,Resilient investors
