date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,month,expense_to_income,discretionary_share,essential_share,investment_rate,emergency_fund_months,stress_score
2021-08-18,1456,3515.99,3276.12,0.06,3289.32,inflation,633.0,0.12,479.01,353.98,8,347.98,38,0,482.87,2536.01,Salary,1042.06,Groceries,Positive,98.8,Low,239.87,0,2021-08-01,0.931777394133658,0.14739081596522716,0.7740894716921237,0.10067719191465278,0.10621711048435345,1
2021-09-17,1974,3855.03,2510.28,0.4,3054.35,normal,736.0,0.52,247.74,223.91,9,497.88,22,0,352.05,2030.87,Freelance,994.3,Insurance,Positive,80.7,Low,1344.75,0,2021-09-01,0.6511700298052155,0.14024331947033797,0.8090213043963222,0.05808255707478281,0.19833644055643193,1
2021-10-17,1730,3725.58,3430.91,0.08,2739.51,normal,771.0,0.43,588.68,736.18,9,890.21,70,0,0.0,1675.65,Salary,834.94,Healthcare,Positive,88.5,Medium,294.67,0,2021-10-01,0.920906274996108,0.0,0.48839812178110187,0.19760144729142845,0.2594676048045563,2
2021-11-16,1340,5423.61,3424.74,0.39,2646.35,recession,718.0,0.2,330.56,610.25,4,735.81,86,0,546.81,2287.09,Salary,1768.19,Groceries,Positive,62.6,Medium,1998.87,0,2021-11-01,0.6314502702074817,0.1596646752746194,0.6678141990340873,0.11251730858229114,0.21485134637957917,2
2021-12-16,1794,5273.97,2583.11,0.16,3373.36,recession,602.0,0.44,426.18,621.56,7,898.01,71,0,547.92,2573.98,Salary,1370.0,Transportation,Positive,72.8,Medium,2690.86,0,2021-12-01,0.48978473521844074,0.2121164023212329,0.9964655008884639,0.1178542919280921,0.34764682882262077,2
2022-01-15,1776,4276.99,2785.21,0.31,3381.24,inflation,731.0,0.22,480.68,282.26,7,2344.53,29,0,482.68,2102.28,Freelance,866.95,Education,Positive,46.9,High,1491.78,0,2022-01-01,0.6512079757025385,0.17330111553527383,0.7548012537654253,0.06599501050972764,0.8417785373454785,3
2022-02-14,1173,4781.39,3279.82,0.29,2503.33,recession,691.0,0.36,742.09,0.0,7,0.0,62,0,119.8,2368.1,Salary,1530.57,Utilities,Positive,22.2,High,1501.57,0,2022-02-01,0.6859553393469263,0.03652639474117482,0.7220213304388655,0.0,0.0,3
2022-03-16,1482,4457.69,3522.27,0.3,2887.95,normal,632.0,0.13,390.65,0.0,3,1154.66,35,0,469.88,2333.02,Salary,1607.09,Entertainment,Neutral,51.5,Medium,935.42,0,2022-03-01,0.7901558879150412,0.13340260684161068,0.6623626241032061,0.0,0.32781700437501954,2
2022-04-15,1913,3782.73,2241.48,0.16,3606.0,normal,689.0,0.5,564.04,278.85,9,790.98,25,0,260.49,2092.8,Salary,1181.67,Rent,Negative,4.2,Low,1541.25,0,2022-04-01,0.5925561697504184,0.11621339472134483,0.9336688259542802,0.07371660150208977,0.35288291664436,1
2022-05-15,1529,3933.49,4154.43,0.37,3058.63,normal,635.0,0.13,880.34,552.72,3,210.08,52,0,598.5,3256.12,Salary,1213.39,Transportation,Negative,98.0,Low,0.0,0,2022-05-01,1.056168949202871,0.1440630844664611,0.7837705774318017,0.14051643705716807,0.050567707242630155,1
2022-06-14,1737,4047.29,2359.97,0.07,3092.41,normal,599.0,0.4,602.42,342.41,3,857.38,21,0,662.09,1979.19,Salary,969.63,Rent,Neutral,77.9,Low,1687.32,0,2022-06-01,0.5830988142683128,0.28055017648529434,0.838650491319805,0.08460228943317628,0.3633012284054459,1
2022-07-14,1205,4076.19,3117.55,0.32,2422.02,normal,728.0,0.59,358.86,160.08,5,471.82,70,0,482.28,2970.22,Salary,519.17,Education,Negative,4.2,High,958.64,0,2022-07-01,0.7648195986938784,0.15469840098795526,0.9527417362993374,0.03927196720466907,0.15134320219403055,3
2022-08-13,1756,4155.26,3157.23,0.17,2270.44,normal,720.0,0.27,743.05,245.03,2,1347.98,27,0,697.79,2778.93,Salary,1396.85,Insurance,Positive,11.9,Low,998.03,0,2022-08-01,0.7598152702839293,0.22101335664490707,0.880179777843236,0.058968632528409774,0.4269502063517704,1
2022-09-12,1957,1900.97,3577.86,0.4,3450.97,recession,744.0,0.31,548.82,237.28,9,1398.07,35,0,719.91,2969.82,Salary,1418.73,Education,Positive,5.2,Low,0.0,0,2022-09-01,1.882123337033199,0.20121245660814005,0.8300548372490819,0.1248204863832675,0.3907559267271497,1
2022-10-12,1983,2402.19,2901.92,0.06,2919.87,normal,705.0,0.18,686.61,461.51,6,1569.13,54,0,702.66,2610.4,Salary,1762.45,Insurance,Positive,39.9,Low,0.0,0,2022-10-01,1.2080310050412333,0.24213624083365495,0.8995423719468489,0.19212052335577118,0.5407213155428131,1
2022-11-11,1206,3764.31,2918.07,0.22,2831.01,normal,662.0,0.44,671.29,0.0,4,789.59,96,0,619.13,2275.19,Salary,1127.83,Groceries,Positive,66.0,Low,846.24,0,2022-11-01,0.7751938602293648,0.21217105826796478,0.7796900005825769,0.0,0.2705863807242458,1
2022-12-11,1983,3549.62,2797.15,0.07,2304.84,normal,690.0,0.16,639.79,313.85,7,713.24,94,0,722.47,2522.92,Salary,906.81,Insurance,Positive,71.6,High,752.47,0,2022-12-01,0.7880139282514749,0.25828790018411596,0.9019609245124501,0.08841791515711542,0.254988112900631,3
2023-01-10,1984,4722.51,3075.01,0.34,2922.43,normal,655.0,0.33,632.85,130.94,3,662.47,82,0,738.87,1951.17,Salary,936.35,Healthcare,Positive,32.4,High,1647.5,0,2023-01-01,0.6511389070642518,0.2402821454239173,0.6345247657731194,0.027726780885588383,0.21543669776683652,3
2023-02-09,1368,3393.56,3409.64,0.4,3043.73,normal,614.0,0.19,415.4,249.76,4,1264.6,96,0,626.21,3048.68,Mixed,920.01,Education,Neutral,41.1,Low,0.0,0,2023-02-01,1.0047383868268132,0.18365868537440905,0.8941354512499853,0.07359822723040112,0.3708895953825037,1
2023-03-11,1443,4264.95,1818.65,0.09,2964.82,normal,561.0,0.27,153.88,30.37,8,1429.66,35,0,466.6,3184.95,Salary,1485.3,Entertainment,Negative,27.8,Medium,2446.3,0,2023-03-01,0.4264176602304834,0.2565639347867924,1.7512715475764988,0.007120833772963341,0.7861105765265444,2
2023-04-10,1506,3170.26,2214.21,0.36,2228.47,recession,661.0,0.28,306.82,466.11,2,1084.61,40,0,925.74,2129.03,Salary,1027.2,Utilities,Negative,67.7,Medium,956.05,0,2023-04-01,0.6984316743737107,0.41809042502743643,0.9615302974875916,0.14702579599149596,0.489840620356696,2
2023-05-10,1942,4573.38,3768.84,0.27,2182.29,normal,749.0,0.55,146.4,464.62,5,1591.2,86,0,293.81,1930.96,Salary,686.66,Education,Neutral,54.3,Medium,804.54,0,2023-05-01,0.8240819700090524,0.07795767397926152,0.5123486271637957,0.10159225780494952,0.4221988728627376,2
2023-06-09,1353,2800.92,1663.92,0.24,2369.23,normal,657.0,0.17,125.73,553.6,4,1420.61,82,0,487.92,2253.56,Freelance,1787.83,Education,Positive,23.0,Low,1137.0,0,2023-06-01,0.5940619510732188,0.29323525169479303,1.3543679984614645,0.1976493437870414,0.8537730179335544,1
2023-07-09,1477,5578.55,2600.71,0.06,1942.39,recession,700.0,0.45,262.58,813.12,3,1379.9,74,0,473.79,2580.57,Freelance,1051.48,Healthcare,Negative,53.8,Medium,2977.84,1,2023-07-01,0.4661982056269102,0.18217717469460262,0.9922559608722235,0.14575830636993484,0.5305858784716482,2
2023-08-08,1657,4078.42,2546.59,0.33,2892.13,recession,630.0,0.37,589.78,690.28,8,1376.49,22,0,784.24,1158.34,Salary,1571.24,Groceries,Positive,6.3,Low,1531.83,0,2023-08-01,0.624406019978325,0.30795691493330296,0.4548592431447543,0.16925181810603124,0.5405228167863692,1
2023-09-07,1275,4116.03,2919.91,0.14,2697.48,normal,688.0,0.53,485.74,386.86,9,897.14,76,0,228.4,2745.38,Salary,916.7,Healthcare,Positive,64.1,Low,1196.12,0,2023-09-01,0.7093995913538045,0.07822158902157944,0.9402276097550952,0.09398862496143129,0.3072491960368642,1
2023-10-07,1908,4268.09,2534.99,0.13,1820.82,recession,750.0,0.5,470.08,499.18,3,928.08,80,0,430.83,2556.3,Freelance,1076.83,Utilities,Positive,76.0,Low,1733.1,0,2023-10-01,0.5939401465292437,0.1699533331492432,1.0084063447982046,0.11695629661042761,0.3661079530885724,1
2023-11-06,1585,5466.77,3518.15,0.15,3075.67,normal,675.0,0.33,300.01,419.52,8,872.66,29,0,555.2,2010.92,Salary,1257.5,Education,Positive,87.6,Low,1948.62,0,2023-11-01,0.643551859690457,0.15781021275386212,0.5715844975342155,0.07674001284122067,0.2480451373591234,1
2019-01-01,1177,3593.89,3401.82,0.25,2155.52,normal,619.0,0.13,725.61,698.79,7,1860.17,96,0,348.61,3220.52,Salary,862.47,Insurance,Positive,68.3,High,192.07,0,2019-01-01,0.9465565167548257,0.10247749733965936,0.9467049990887231,0.19443833840212138,0.54681611607904,3
2019-01-31,1900,5216.32,3003.14,0.25,3287.03,normal,695.0,0.25,322.61,207.54,4,429.86,25,0,152.69,1446.48,Mixed,1084.08,Entertainment,Negative,77.3,Low,2213.18,0,2019-01-01,0.5757200478498252,0.050843450521787195,0.4816558668593539,0.03978666952947672,0.14313685009689858,1
2019-03-02,1213,3997.43,2243.56,0.16,2257.94,normal,683.0,0.45,399.33,705.24,2,466.72,32,0,776.76,2170.57,Salary,2614.62,Education,Neutral,37.1,Medium,1753.87,0,2019-03-01,0.5612506035127569,0.34621761842785576,0.9674668829895345,0.17642335200366235,0.208026529265988,2
2019-04-01,1855,4838.69,4392.42,0.26,3274.63,recession,645.0,0.5,723.09,919.03,7,1226.78,87,0,470.58,1931.79,Salary,936.57,Groceries,Positive,23.8,Low,446.27,0,2019-04-01,0.9077704915999992,0.1071345636346251,0.43980083871760894,0.18993363906346553,0.2792947851070708,1
2019-05-01,1094,3613.29,1069.2,0.25,3365.82,recession,649.0,0.48,516.49,465.08,8,609.45,93,0,226.87,3212.17,Freelance,485.97,Groceries,Neutral,99.4,High,2544.09,0,2019-05-01,0.2959076077480634,0.21218668163112608,3.004274223718668,0.1287137207365033,0.5700056116722784,3
2019-05-31,1900,4055.69,4699.43,0.16,1905.94,normal,764.0,0.41,262.43,483.13,6,354.31,24,0,342.8,1307.91,Mixed,860.13,Transportation,Neutral,38.0,Low,0.0,0,2019-05-01,1.1587251491114952,0.07294501673607225,0.2783124761939214,0.11912399616341486,0.07539424994095029,1
2019-06-30,1483,4533.65,3390.89,0.16,2109.21,normal,658.0,0.27,568.54,122.02,7,1332.26,84,0,870.45,3362.31,Mixed,2114.22,Investments,Neutral,25.8,High,1142.76,0,2019-06-01,0.7479381954936971,0.25670251762811536,0.9915715343169492,0.02691429642782306,0.39289390101123894,3
2019-07-30,1512,5532.8,810.91,0.32,2731.72,inflation,691.0,0.14,416.89,228.69,9,1635.48,59,0,545.09,2136.32,Mixed,1562.54,Investments,Positive,45.2,Medium,4721.89,1,2019-07-01,0.14656412666281085,0.6721954347584813,2.634472382878495,0.041333502024291494,2.016845272594986,2
2019-08-29,1458,5295.24,1740.05,0.11,3118.97,normal,726.0,0.16,525.73,356.75,8,1003.08,24,0,811.35,1293.6,Freelance,1000.74,Transportation,Positive,72.3,Low,3555.19,1,2019-08-01,0.3286064465444437,0.4662797046061895,0.7434269130197407,0.06737182828351501,0.5764661935001868,1
2019-09-28,1038,3705.56,2972.45,0.18,2874.56,normal,692.0,0.11,686.14,0.0,4,1420.62,77,0,47.46,1052.47,Salary,1347.05,Groceries,Negative,97.4,Medium,733.11,0,2019-09-01,0.8021594576798109,0.015966626856633418,0.35407492136116675,0.0,0.47792898114350113,2
2019-10-28,1595,4521.79,3131.93,0.37,3025.06,normal,645.0,0.41,280.93,303.34,1,1013.99,90,0,187.14,1731.05,Salary,368.58,Entertainment,Negative,62.2,High,1389.86,0,2019-10-01,0.6926305732906658,0.0597522933143461,0.5527103096173925,0.06708405299671147,0.32375883241324044,3
2019-11-27,1205,3629.51,3352.63,0.06,2658.66,normal,727.0,0.39,4.73,495.41,7,1294.54,23,0,532.19,2227.09,Salary,1465.63,Education,Neutral,73.8,Low,276.88,0,2019-11-01,0.9237142203768552,0.1587380653397482,0.6642814745438655,0.13649500896815273,0.38612671246156,1
2019-12-27,1511,2586.17,2534.03,0.09,2409.44,inflation,613.0,0.56,604.13,979.88,7,185.58,34,0,679.0,2078.09,Salary,1681.8,Healthcare,Positive,50.3,Medium,52.14,0,2019-12-01,0.9798389123684832,0.26795262881654913,0.8200731640904014,0.37889233886403445,0.07323512349893253,2
2020-01-26,1084,3677.05,2276.04,0.17,3074.08,normal,753.0,0.57,366.83,601.09,9,834.09,36,0,146.24,2715.84,Salary,1441.28,Groceries,Positive,74.5,Medium,1401.01,0,2020-01-01,0.618985327912321,0.06425194636298133,1.1932303474455634,0.16347071701499843,0.3664654399746929,2
2020-02-25,1799,3285.42,2691.73,0.21,2966.68,recession,714.0,0.47,706.65,406.24,7,195.09,76,0,586.33,1361.88,Salary,1121.37,Entertainment,Positive,33.8,High,593.69,0,2020-02-01,0.8192955542974718,0.21782645361904798,0.5059497052081747,0.12364933554918398,0.0724775516117887,3
2020-03-26,1866,3814.84,2020.61,0.14,2757.38,recession,670.0,0.18,367.81,666.47,8,1872.93,37,0,537.93,2462.69,Freelance,465.23,Healthcare,Positive,96.9,Low,1794.23,0,2020-03-01,0.5296709691625336,0.2662215865505961,1.2187854162851812,0.17470457476591417,0.9269131598873608,1
2020-04-25,1949,2282.15,1808.42,0.08,2036.74,normal,612.0,0.43,573.76,489.73,5,486.95,93,0,438.09,2490.75,Salary,928.5,Investments,Positive,55.7,Low,473.73,0,2020-04-01,0.7924194290471704,0.24225014100706693,1.3773072626934009,0.21459150362596674,0.26926820097101334,1
2020-05-25,1730,4003.62,4254.45,0.17,2560.16,normal,628.0,0.46,660.45,767.32,1,794.26,57,0,525.02,1000.0,Salary,1609.61,Insurance,Positive,71.8,Low,0.0,0,2020-05-01,1.0626508010250724,0.12340490545193857,0.23504800855574753,0.19165655082150657,0.18668923127548803,1
2020-06-24,1355,4169.75,3064.38,0.39,3289.28,normal,658.0,0.24,633.69,759.34,8,1040.06,60,0,384.05,3045.44,Salary,1556.05,Insurance,Positive,46.4,Medium,1105.37,0,2020-06-01,0.734907368547275,0.125327146111122,0.9938193043943636,0.1821068409377061,0.3394030766419308,2
2020-07-24,1166,4154.59,3070.33,0.37,3168.63,inflation,682.0,0.35,634.79,475.69,9,723.56,53,0,563.52,2297.94,Mixed,2222.8,Investments,Positive,93.6,High,1084.26,0,2020-07-01,0.7390211789851706,0.183537274494924,0.7484342073979019,0.11449745943643054,0.23566196467480693,3
2020-08-23,1694,5530.99,996.21,0.26,1673.99,inflation,668.0,0.1,563.79,597.11,6,1304.41,50,0,437.43,1887.29,Salary,1249.45,Utilities,Neutral,69.7,High,4534.78,1,2020-08-01,0.18011422909822655,0.4390941668925227,1.8944700414571223,0.10795716499216235,1.3093725218578411,3
2020-09-22,1230,2249.0,4408.99,0.1,3479.97,inflation,681.0,0.35,832.77,312.28,4,1475.67,73,0,226.64,1547.2,Salary,1380.6,Investments,Positive,9.6,Low,0.0,0,2020-09-01,1.960422409959982,0.051404063062061835,0.3509193715567511,0.13885282347710093,0.3346957012830603,1
2020-10-22,1306,4108.07,2591.19,0.2,3900.31,recession,668.0,0.1,298.17,41.32,2,669.87,76,0,400.19,2157.76,Salary,1484.8,Transportation,Positive,28.8,Medium,1516.88,0,2020-10-01,0.6307560484607128,0.15444255342140098,0.8327293637286344,0.010058251198251248,0.25851828696467644,2
2020-11-21,1856,3281.77,2937.27,0.09,2975.45,normal,621.0,0.22,91.88,625.54,6,1642.86,89,0,579.78,2982.26,Salary,1094.01,Dining Out,Positive,40.7,Low,344.5,0,2020-11-01,0.8950261596638399,0.19738736990470743,1.0153169439649743,0.19061055467019322,0.5593152825582939,1
2020-12-21,1310,3642.2,1872.49,0.25,1972.05,normal,721.0,0.16,782.47,423.27,2,1139.84,50,0,408.48,2303.32,Salary,1540.2,Insurance,Neutral,4.5,Low,1769.71,0,2020-12-01,0.5141096040854429,0.2181480274928037,1.2300840057890832,0.11621272857064412,0.6087295526277844,1
2021-01-20,1332,3463.41,3271.94,0.08,2743.33,normal,604.0,0.16,415.25,396.61,5,1464.46,45,0,221.86,1895.09,Salary,1585.15,Healthcare,Neutral,91.8,High,191.47,0,2021-01-01,0.9447163344796026,0.06780686687408694,0.579194606258061,0.11451430815294754,0.4475815571190181,3
2021-02-19,1071,4599.21,3564.07,0.3,3528.02,inflation,657.0,0.37,385.63,736.26,6,503.96,21,0,606.22,2307.27,Salary,1451.61,Utilities,Positive,61.4,Low,1035.14,0,2021-02-01,0.7749309120479387,0.17009205767563487,0.647369439994164,0.1600840144285649,0.14140014085020775,1
2021-03-21,1371,3375.82,2627.31,0.07,3402.61,normal,661.0,0.23,885.3,580.03,2,532.31,87,1,459.21,2665.28,Salary,1306.39,Insurance,Negative,23.5,Medium,748.51,0,2021-03-01,0.7782731306763986,0.17478333352364206,1.0144520441059488,0.17181899508860068,0.20260646821273467,2
2021-04-20,1938,4023.87,1360.32,0.17,3357.66,recession,740.0,0.21,470.65,0.0,7,2018.03,77,0,830.19,2651.21,Salary,851.6,Healthcare,Positive,87.0,Low,2663.55,0,2021-04-01,0.3380626113666694,0.6102902258292168,1.9489605386967774,0.0,1.4834965302281817,1
